AtGeneID,At_RT_35S,At_RT_V,At_RT_EN,At_MZ,At_EP,At_PH,At_MCO,At_COR
AT3G12390,3314.84,5005.12,3368.47,4648.75,4494.21,4303.22,5313.83,2960.96
AT3G12400,479.7,1107.25,375.64,571.48,366.94,670.62,432.53,584.09
AT3G12440,18.54,17.04,16.09,17.87,16.1,17.59,16.1,17.89
AT3G12480,408.32,599.94,554.89,259.08,392.32,319.37,420.39,342.43
AT3G12490,1306.12,873.09,470.21,1729.96,1588.03,2555.4,1138.3,1069.65
AT3G12500,331.81,413.65,883.89,121.37,325.44,100.45,233.65,161.5
AT3G12520,245.02,366.43,442.28,166.72,390.07,268.48,446.79,207.79
AT3G12530,57.37,48.48,53.95,82.51,66.64,59.4,89.48,47.49
AT3G12540,45.55,97.61,51.56,33.26,35.6,75.6,81.65,30.24
AT3G12550,44.28,63.53,59.18,73.4,75.81,75.52,77.63,64.7
AT3G12560,297.42,429.94,539.05,193.82,175.2,188.81,230.89,432.33
AT3G12570,1116.94,1090.85,1392.86,635.64,656.24,747.75,1011.58,738.59
AT3G12580,1806.27,864.26,978.7,2940.29,2678.02,4738.27,942.07,3169.79
AT3G12590,43.85,44.47,54.04,57.69,47.24,59.73,51.97,52.8
AT3G12600,536.63,602.41,294.94,626.85,509.43,353.36,469.07,498.67
AT3G12610,786.95,687.72,1150.85,463.87,463.2,546.84,876.25,2032.55
AT3G12620,841.7,373.86,468.3,448.62,323.38,340.44,359.6,574.82
AT3G12630,685.74,564.21,730.21,498.09,392.12,236.18,391.41,623.57
AT3G12640,349.16,415.43,428.69,206.38,205.17,221.9,245.91,195.22
AT3G12650,962.28,883.4,1166.77,1251.55,1494.82,1416.84,2532.33,1108.52
AT3G12670,486.83,359.68,451.46,826.77,587.36,727.55,644.49,798.9
AT3G12680,481.82,409.3,456.91,340.1,464.53,382.72,368.57,215.19
AT3G12685,58.21,46.03,60.88,34.66,39.98,37.64,37.02,38.99
AT3G12690,95.3,122.67,100.03,90.67,128.87,99.46,131.62,97.06
AT3G12700,184.62,427.9,579.47,325.74,664.74,268.65,483.39,1684.7
AT3G12710,270.07,429.39,217.97,140.33,121.16,103.59,168.61,117.54
AT3G12720,32.55,34.69,84.08,23.36,40.11,35.92,46.1,21.19
AT3G12730,200.63,93.2,86.96,105.61,387.35,1357.98,91.91,83.11
AT3G12740,1605.32,1791.23,1974.69,1906.18,1939.64,1913.05,1898.49,2243.56
AT3G12750,391.92,167.26,109.54,255.2,219.32,799.02,69.26,79.16
AT3G12760,3617.86,3585.42,2233.65,3258.66,2148.07,2314.53,2531.62,1430.85
AT3G12770,81.41,74.22,98.87,61.86,59.84,61.92,71.7,55.96
AT3G12780,615.8,476.39,344.35,1251.46,1046.11,2571.47,561.3,614.46
AT3G12790,147.13,211.69,77.35,456.24,372.56,402.79,421.27,570.08
AT3G12800,97.04,115.65,91.92,237.87,222.41,216.54,196.78,286.09
AT3G12820,26.63,39.17,54.74,37.67,37.95,41.86,44.84,34.35
AT3G12830,108.42,72.82,84.51,79.8,87.18,77.52,99.42,71.67
AT3G12860,183.86,288.21,194.51,130.32,130.99,116.6,199.74,71.59
AT3G12870,409.15,358.14,218.65,196.16,196.23,123.03,155.08,97.59
AT3G12890,24.48,22.21,20.45,20.89,19.64,21.64,19.52,21.01
AT3G12910,18.54,18.64,19.66,18.03,18.29,19.04,18.94,19.3
AT3G12920,1211.11,1794.99,1014.98,374.79,903.38,963.83,674.93,325.89
AT3G12930,95.2,74.55,65.74,106.28,77.57,83.35,76.34,97.3
AT3G12940,140.41,98.96,113.13,116.05,113.66,124.72,120.29,118.63
AT3G12950,513.54,559.38,353.72,623.45,373.01,430.49,381.54,339.39
AT3G12955,95.07,65.97,57.69,94.5,84.98,61.36,79.48,37.25
AT3G12980,209.41,320.53,374.96,247.28,272.05,395.94,319.17,281.7
AT3G12990,52.88,60.11,76.97,120.12,137.16,131.67,114.68,91.83
AT3G13000,59.16,68.14,64.35,47.48,54.99,55.53,68.84,77.16
AT3G13030,99.41,87.03,100.1,66.14,67.41,54.21,78.85,60.54
AT3G13040,692.34,796.57,763.06,595.9,857.54,674.53,803.45,1110.22
AT3G13050,289.57,327.31,337.74,153.4,171.86,152.45,144.4,233.14
AT3G13060,1381.16,1459.92,1700.63,856.08,735.56,747.09,605.55,1027.76
AT3G13062,160.79,130.8,114.58,262.77,153.6,191.31,145.56,361.97
AT3G13070,348.72,414.73,470.17,535.2,619.56,474.51,682.08,471.97
AT3G13090,61.23,76.77,52.03,45.55,36.04,31.17,43.79,50.72
AT3G13100,44.36,85.01,150.85,25.95,56.35,76.15,120.21,63.75
AT3G13110,4036.59,2342.59,2538.25,3603.33,2775.11,3968.99,2342.09,4448.26
AT3G13120,387.86,228.5,150.45,338.89,268.9,303.37,194.89,215.38
AT3G13150,137.99,109.59,110.64,73.18,61.66,88.83,72.24,51.11
AT3G13160,232.46,561.83,492.3,554.52,396.42,619.68,670.95,262.07
AT3G13170,30.03,36.43,38.52,28.19,36.59,37.53,38.03,36.7
AT3G13175,121.34,146.98,99.82,80.88,89.88,71.81,139.26,50.69
AT3G13180,100.21,140.31,93.27,97.26,113.26,88.43,126.43,82.5
AT3G13190,27.8,31.16,26.67,48.39,56.35,39.96,68.08,49.59
AT3G13200,693.14,738.48,604.21,1251.89,1359.41,1761.23,1443.6,1192.14
AT3G13210,37.37,36.25,34.43,43.58,43.8,67.07,38.08,38.95
AT3G13222,191.85,156.47,175.28,141.52,163.06,119.24,156.45,114.16
AT3G13225,93.07,133.52,239.5,52.16,77.44,79.6,75.63,54.74
AT3G13226,340.27,264.43,228.02,372.76,317.96,278.87,302.45,279.51
AT3G13230,190.81,232.24,188.24,612.02,713.69,696.21,852.17,438.38
AT3G13235,426.28,238.28,399.13,422.02,269.53,300.49,284.59,532.9
AT3G13240,13.53,13.51,13.38,14.85,13.64,14.65,13.89,14.22
AT3G13270,27.33,28.05,29.17,27.38,28.23,29.05,26.77,33.73
AT3G13290,1721.02,1609.57,2253.05,1467.53,1212.29,1782.73,1255.98,1597.84
AT3G13310,214.03,234.3,187.76,535.29,287.13,162.98,252.51,414.5
AT3G13320,449.5,530.3,712.57,448.32,369.15,476.66,501.84,602.47
AT3G13330,403.85,627.76,1460.7,299.94,400.73,433.95,473.01,388.9
AT3G13340,253.71,346.13,320.17,216.98,162.27,213.69,149.36,162.25
AT3G13350,24.16,32.79,28.13,43.43,38.28,35.34,47.72,31.31
AT3G13360,690.41,506.27,376.43,619.87,520.13,548.93,409.82,741.61
AT3G13380,156.34,123.96,166.61,222.33,177.52,207.32,132.89,235.39
AT3G13400,25.85,31.24,50.05,21.36,20.82,38.8,22.17,22.12
AT3G13410,2629.23,1867.71,1890.36,3462.45,2402.93,3285.54,2005.85,4518.15
AT3G13420,84.25,96.83,105.23,63.23,100.73,109.58,97.09,77.97
AT3G13430,60.02,65.79,69.33,100.84,124.12,148.48,130.25,188.73
AT3G13440,320.6,919.74,421.04,316.22,685.05,705.37,889.21,356.5
AT3G13445,226.13,242.03,261.65,234.43,256.83,215.39,270.47,326.58
AT3G13450,191.58,158.3,327.58,174.95,194.2,141.05,208.64,218.42
AT3G13460,162.31,172.98,351.09,661.78,433.05,490.14,553.89,495.79
AT3G13470,1667.59,1265.97,1384.14,1062.06,1022.46,815.55,1198.11,711.79
AT3G13480,233.96,397.29,361.88,218.05,413.3,320.68,435.04,265.56
AT3G13490,118.81,110.66,180.76,111.13,82.81,99.22,98.71,80.72
AT3G13510,212.82,123.47,63.03,547.85,240.56,141.75,142.05,139.04
AT3G13520,6407.09,7312.45,4388.86,7040.54,4130.09,3955.17,6069.77,4469.21
AT3G13550,84.85,59.65,84.67,118.86,143.24,153.71,167.61,185.03
AT3G13560,519.23,420.01,393.6,443.72,224.9,233.57,203.77,258.81
AT3G13570,582.38,666.35,1045.51,386.67,582.05,451.19,602.64,300.24
AT3G13580,668.73,692.66,764.22,1237.19,1182.68,988.75,1353.59,803.36
AT3G13590,107.36,97.47,61.18,107.39,86.67,58.93,95.25,50.24
AT3G13610,137.27,148.66,157.05,237.96,419.88,133.48,335.69,1891.18
AT3G13620,245.66,170.96,156.25,153.74,135.17,225.8,104.67,107.71
AT3G13650,166.45,207.52,191.94,682.55,1112.64,686.26,917.56,2180.65
AT3G13660,28.52,34.33,39.64,27.8,29.04,36.83,29.13,31.06
AT3G13670,593.96,596.89,1045.39,575.85,532.99,632.49,557.89,530.79
AT3G13672,27.78,25.92,23.11,22.8,24.14,21.53,24.67,26.5
AT3G13674,54.89,69.35,68.88,55.91,72.44,59.94,66.37,46.07
AT3G13682,46.82,51.97,33.99,43.77,37.59,43.11,38.98,40.21
AT3G13690,224.13,344.6,335.42,236.17,233.07,253.49,327.13,670.88
AT3G13700,194.8,130.5,97.77,111.46,100.11,97.74,95.11,57.97
AT3G13710,127.16,129.42,176.88,117.64,145.45,145.81,168.81,321.82
AT3G13720,523.8,481.14,574.57,640.34,531.04,496.01,553.24,1148.54
AT3G13730,97.66,55.59,55.09,192.79,95.46,47.28,58.17,56.05
AT3G13740,167.21,113.3,113.99,91.98,66.57,67.16,71.56,70.14
AT3G13750,562.22,303.77,372.74,1190.04,615.99,1266.68,378.49,496.58
AT3G13760,487.1,203.65,813.98,261.93,213.36,242.72,367.31,875.06
AT3G13772,3192.11,2315.18,2975.98,2127.98,1961.09,2509.63,2048.71,2042.25
AT3G13780,76.76,78.93,56.77,137.14,120.15,106.58,149.25,138.23
AT3G13782,56.41,152.49,99.54,27.62,85.41,67.24,102.98,31.71
AT3G13784,29.75,27.35,25.57,22.92,36.27,22.52,21.61,26.42
AT3G13790,1126.7,901.15,1409.35,1354.33,2041.5,1444.35,1718.19,6087.21
AT3G13800,191.1,194.65,358.68,96.1,215.62,168.9,213.34,123.34
AT3G13810,163.55,272.67,329.53,99.22,196.61,152.67,237.37,151.57
AT3G13840,22.35,22.62,21.63,20.94,22.6,19.46,21.01,27.66
AT3G13845,70.82,82,63.84,214,247.52,188.67,300.28,219.77
AT3G13860,1225.03,1384.92,1291.9,1416.4,932.28,1275.61,1073.15,879.66
AT3G13870,857.42,1215.56,1377.18,798.88,669.11,811.49,758.45,984.39
AT3G13880,45.03,40.95,51.21,28.56,32.67,32.61,37.09,27.38
AT3G13900,36.52,45.9,52.35,28.13,29.45,33.26,32.33,33.19
AT3G13910,68.61,73.21,72,246.69,350.6,140.98,247.54,239.05
AT3G13920,4460.67,4174.64,5874.1,4474.3,2850.8,3576.1,2618.49,2427.74
AT3G13930,5684.31,3299.31,5759.94,3120.16,3271.52,3949.89,2861.59,3991.72
AT3G13940,278.07,144.26,290.73,301.28,251.52,225.77,225.33,216.82
AT3G13950,26.01,21.59,25.86,28.86,32.56,28.6,30.85,74.01
AT3G13960,36.44,43.91,42.16,19.77,21.08,22.74,19.7,23.8
AT3G13970,166.66,215.44,225.69,112.83,195.83,189.36,180.57,157.19
AT3G13980,237.16,119.88,70.93,331.86,369.95,715.6,154.46,138.89
AT3G14000,111.64,88.88,67.56,69.97,56.29,61.99,50.88,48.08
AT3G14010,519.44,629.77,606.38,309.28,484.57,354.12,456.05,347.39
AT3G14020,119.5,173.15,168.81,69.49,102.05,91.7,100.81,59.96
AT3G14050,450.76,507.13,857.06,321.99,339.18,547.86,433.83,512.76
AT3G14060,92.23,48.69,97.09,115.11,245.01,65.77,111.76,422.78
AT3G14067,355.12,652.58,1077.26,330.65,419.46,351.01,355.54,821.18
AT3G14075,127.96,176.89,255.25,130.32,205.59,179.01,237.58,152.31
AT3G14080,270.51,256,157.7,466.79,425.99,386.39,612.51,479.99
AT3G14090,123.04,113.93,128.35,140.67,116.61,132.86,137.19,236.71
AT3G14100,785.87,484.09,634.96,913.54,997.07,852.04,774.92,1061.85
AT3G14110,193.75,107.21,138.07,306.61,204.95,204.67,149.88,150.11
AT3G14120,395.29,467.92,675.8,356.17,338.2,326.1,401.18,286.37
AT3G14150,83.18,102.9,117.7,55.5,68.55,73.26,73.48,67.13
AT3G14160,57.68,25.4,27.98,45.01,28.67,49.58,28.43,44.07
AT3G14180,78.48,103.94,73.35,207.2,168.5,171.48,123.64,198.59
AT3G14190,1263.56,817.37,504.39,511.9,249.41,137.95,274.32,130.83
AT3G14200,385.53,209.24,190.19,146.61,137.32,151.48,145.93,166.62
AT3G14205,35.5,60.69,118.06,75.1,120.52,109.89,186.67,123.73
AT3G14210,50.88,48.66,43.93,38.51,34.19,35.77,37.61,46.94
AT3G14220,1042.13,791.2,351.8,874.39,544.8,480.5,401.12,677.43
AT3G14225,41.74,51.31,63.64,26.63,28.38,32.82,36.68,29.15
AT3G14230,561.6,312.38,433.01,776.45,479.83,815.19,377.05,1036.95
AT3G14240,584.59,366.74,232.07,1523.18,742.73,947.58,501.39,462.46
AT3G14270,631.39,581.4,670.77,405.31,407.39,374.55,446.76,648.69
AT3G14280,64.07,44.81,63.76,58.89,75.69,59.56,97.87,89.79
AT3G14290,1145.33,1260.73,982.21,1181.9,1170.25,1140.44,1555.79,874.81
AT3G14310,9129.67,4851.11,3169.48,8399.2,6760.13,9883.31,2320.58,2785.13
AT3G14330,29.18,26.07,23.82,29.13,26.21,27.08,25.17,25.67
AT3G14340,482.36,670.45,1058.93,146.02,181.81,187.02,181.32,254.1
AT3G14350,540.97,509.87,683.47,409.05,288.06,368.8,259.81,489.25
AT3G14360,190.3,226.15,136.37,128.29,141.93,103.83,130.33,150.58
AT3G14370,144.06,296,99.29,72.32,134.94,120.15,197.34,129.18
AT3G14380,62.88,59.79,54.86,41.1,42.04,41.05,43.03,57.24
AT3G14390,2020,1214.19,1368.81,2178.45,1600.85,1457.26,1597.75,1466.78
AT3G14400,128.67,138.2,171.7,161.05,133.19,173.23,235.29,133.63
AT3G14410,557.49,795.73,681.89,450.67,658.59,569.11,692.05,507.42
AT3G14415,71.86,72.17,69.69,84.57,75.36,69.77,67.44,135.28
AT3G14430,846.33,448.51,420.75,2252.18,1805.14,1450.59,1754.29,1820.11
AT3G14450,30.72,27.03,31.18,34.2,35.49,46.81,26.48,32.09
AT3G14470,100.64,216,597.79,38.9,97.86,103.79,150.96,41.73
AT3G14530,154.36,134.18,61.81,114.13,61.35,56.38,104.28,27.37
AT3G14560,101.84,42.52,28.84,1035.16,1624.29,2752.66,397.54,284.57
AT3G14570,2471.76,1041.32,2193.49,804.83,746.48,412.43,680.47,222.39
AT3G14595,1288.62,1751.2,1188.68,1492.71,1204.39,1225.62,1453.95,1144.64
AT3G14600,1603.25,2343.93,3395.3,2004.45,2442.17,1735.77,3864.81,1109.27
AT3G14610,528.67,512.79,638.47,373.61,307.49,289.36,319.8,382.05
AT3G14620,78.44,55.99,67.19,61.68,80.8,67.51,73.59,92.37
AT3G14640,48.74,43.27,34.9,25.31,26.8,30.35,26.77,29.67
AT3G14650,428.35,149.36,146.32,149.43,146.63,101.1,85.42,132.34
AT3G14660,981.95,1241.42,2240.27,455.39,1131.68,698.02,815.27,1316.77
AT3G14680,265.59,227.25,639.45,248.12,687.49,684.91,851.41,2236.16
AT3G14690,382.77,366.7,1080.03,295.79,814.22,1103.65,1696.18,1066.66
AT3G14700,18.35,18.42,14.51,19.39,21.82,16.87,19.31,22.46
AT3G14720,952.49,777.19,1079.56,313.91,318.76,414.32,301.35,132.49
AT3G14730,38.89,41.28,45.96,36.55,32.47,31.79,44.45,35.98
AT3G14740,382.29,577.97,211.42,353.17,281.21,310.39,293.52,269.27
AT3G14750,375.92,232.35,338.37,283.59,235.65,281.99,229.79,205.58
AT3G14760,19.16,20.93,22.85,20.99,20.4,20.09,21.88,19.24
AT3G14770,115.87,133.6,158.34,72.12,85.44,104.15,137.91,73.01
AT3G14780,132.94,33.51,38.44,58.21,32.86,37.36,33.3,21.92
AT3G14790,699.46,562.11,749.18,550.54,435.55,607.94,476.55,576.1
AT3G14800,168.2,154.98,212.27,117.33,121.48,158.09,137.63,138.3
AT3G14840,868.75,1248.3,1238.41,753.34,904.74,1127.67,919.58,1845.25
AT3G14850,257.59,634.75,321.9,208.81,347.78,360.07,630.93,1911.85
AT3G14860,332.63,175.34,186.29,250.43,178.49,169.49,146.28,174.35
AT3G14890,380.28,157.67,149.63,409.94,186.51,120.2,116.95,92.99
AT3G14900,19.15,21.43,20.55,30.42,31.05,25.77,30.35,24.65
AT3G14910,140.71,95.77,123.02,83.61,81.71,88.72,97.93,82.9
AT3G14920,666.63,625.34,808.27,488.15,511.19,436.85,342.57,850.52
AT3G14930,117.24,107.71,125.13,112.75,107.55,147.49,138.19,153.23
AT3G14940,3462.2,3149.86,6623.35,1897.05,3315.99,5193.19,4215.97,7678.97
AT3G14960,183.61,236.24,216.26,202.1,168.38,153.43,175.05,182.2
AT3G14980,92.83,87.83,101.67,80.41,85.13,90.67,113.83,74.43
AT3G14990,13666.07,9443.47,10029.68,14947.83,6756.55,6608.13,6630.6,4993.23
AT3G15000,363.61,320.46,875.87,767.26,584.01,650.03,555.35,566.53
AT3G15010,604.11,392.98,309.45,1292.61,674.63,835.06,713.82,1077.65
AT3G15020,2266.62,1997.33,2383.04,1712.86,1589.15,2753.24,1499.68,1872.9
AT3G15030,46.15,49.8,40.02,34.17,43.52,42.41,53.36,46.29
AT3G15040,1099.96,1444.16,1468.69,432.66,466.49,435.58,479.16,640.2
AT3G15050,98.31,197.04,110.14,53.25,84.68,45.26,94.52,32.96
AT3G15060,24.98,37.02,30.63,77.35,63.55,54.05,57,68.22
AT3G15070,170.41,84.91,175.01,207.73,137.58,301.06,147.66,270.33
AT3G15080,103.89,108.5,103.23,287.28,210.8,214.36,260.43,182.6
AT3G15090,247.96,218.69,234.32,541.04,343.87,458.61,338.94,873.92
AT3G15095,131.34,338.06,492.68,161.46,275.87,249.47,429.96,409.5
AT3G15110,100.95,79.3,105.88,57.97,61.84,52.9,44.42,56.06
AT3G15120,163.04,145.73,300.16,104.53,124.84,144.88,118.84,111.82
AT3G15140,26.77,29.62,22.84,32.33,35.26,33.96,36.37,31.8
AT3G15150,66,70.64,79.43,106.11,78.82,81.34,98.44,90.39
AT3G15160,161.97,185.07,271.12,133.48,136.14,108.79,147.39,127.11
AT3G15180,247.58,307.66,259.97,197.13,169.24,218.43,153.82,146.99
AT3G15190,211.86,202.47,134.78,189.38,157.55,130.63,156.85,121.93
AT3G15210,646.15,387.65,414.99,716.71,428.65,482.9,395.18,572.42
AT3G15220,557.24,434.75,360.38,288.59,223.45,247.31,270.87,231.76
AT3G15230,17.92,21.57,16.74,20.93,27.98,24.55,26.05,20.17
AT3G15240,48.56,277.02,246.35,58.18,181.23,121.87,220.4,52.44
AT3G15250,34.93,30.44,23.45,68.7,55.57,30.17,30.3,31.41
AT3G15260,405.12,369.44,194.98,564.61,303.54,281.31,366.8,352.17
AT3G15280,23.44,22.61,20.65,21.64,22.68,22.34,22.12,22.44
AT3G15290,370.24,280.19,243.39,334.63,294.88,304.08,328.97,321.24
AT3G15300,765.44,619.9,367.85,570.77,1387.4,2167.61,530.27,270.35
AT3G15310,16.61,14.51,14.62,13.26,13.77,14.39,14.44,14.41
AT3G15350,93.91,128.97,117.03,103.35,122.61,154.53,72.93,84.44
AT3G15351,78.1,169.39,118.15,86.93,258.39,205.41,287.98,115.6
AT3G15352,59.76,46.86,55.77,98.8,122.66,72.39,149.31,92.18
AT3G15353,1604.56,991.74,337.71,3866.56,15843.57,21413.36,2820.4,2644.94
AT3G15357,22.45,25.49,30.17,19.63,27.58,24.82,44.31,21.55
AT3G15360,226.42,231.04,297.8,203.24,223.37,149.1,195.25,383.13
AT3G15370,56.12,48.17,49.56,49.08,51.21,55.85,50.23,53.68
AT3G15380,318.62,213.3,288.25,163.84,140.24,168.04,109.74,104.14
AT3G15390,58.71,52.54,37.77,38.9,34.02,28.38,29.12,41.4
AT3G15400,84.5,221.61,205.88,33.79,135.04,73.19,142.93,59.18
AT3G15410,320.84,204.18,179.34,503.71,260.13,424.22,269.81,223.33
AT3G15420,18.53,18.68,20.82,22.24,37.84,31.97,42.03,30.49
AT3G15430,572.5,569.42,492.54,543.07,349.93,408.8,578.99,615.15
AT3G15450,2452.7,2188.11,2303.51,2349.26,1668.08,2288.02,1831.66,2450.28
AT3G15460,338.4,163.84,397.49,327.36,255.47,286.73,405.86,157.64
AT3G15470,97.37,103.39,100.95,91.68,115.28,133.36,121.95,126
AT3G15480,374.26,357.62,186.19,1067.36,538.94,613.94,291.07,511.73
AT3G15500,55.87,100.43,46.5,37.27,45.61,43.67,39.96,39.83
AT3G15510,92.19,90.22,88.1,64.58,105.89,229.67,81.21,147.23
AT3G15520,60.96,63.61,77.1,52.77,67.1,52.4,58.24,45.33
AT3G15530,1593.27,1508.83,1055.86,1956.44,1540.53,1927.47,1362.25,971.46
AT3G15540,245.64,252.11,150.44,385.97,172.71,193.84,264.69,245.22
AT3G15560,55.12,33.5,32.59,44.88,43.3,26.42,33.05,22.45
AT3G15570,26.12,23.32,25.99,23.98,23.89,23.94,23.38,22.82
AT3G15580,1207.92,666.49,834.98,2138.52,2642.34,1963.4,2240.9,2512.22
AT3G15590,977.14,1009.32,2150.87,668.85,846.17,1158.17,1841.48,738.27
AT3G15605,58.75,58.9,62.43,31.34,29.83,34.87,30.81,38.14
AT3G15610,2965.04,2460.01,2076.36,1759.84,1785.46,1749.39,1828.14,1914.46
AT3G15620,51.79,52.19,49.04,72.48,60.78,51.23,65.76,98.31
AT3G15630,299.7,208.92,319.66,440.61,418.67,374.74,621.9,920.15
AT3G15640,1722.24,1767.1,1461.33,1224.34,1046.78,1483.53,1305.5,1351.96
AT3G15650,157.48,88.33,60.53,319.12,676.54,880.84,118.52,126.44
AT3G15660,543.7,469.62,573.58,994.43,1021.91,983.22,1179.31,1064.84
AT3G15680,1487.86,439.31,270.56,837.6,222.15,84.85,244.58,84.84
AT3G15690,253.48,236.27,381.99,234.75,275.66,275.74,306.64,235.52
AT3G15710,388.74,421.36,377.4,675.63,537.19,730.01,596.18,691.87
AT3G15720,54.02,117.77,81.8,37.41,75.11,38.62,110.9,30.92
AT3G15730,1517.03,1888.05,2125.34,1621.62,1570,2121.76,1231.24,1297.57
AT3G15740,34.83,38.42,42.98,30.31,27.71,31.9,28.58,28.65
AT3G15760,47.41,55.34,39.82,64.8,62.91,56.82,63.99,57.91
AT3G15770,53.53,72.93,47.89,113.17,75.52,88.99,80.75,77.16
AT3G15780,91.79,81.23,77,59.69,104.7,98.63,73.74,72.33
AT3G15790,135.38,85.44,69.96,535.86,303.11,266.16,254.01,148.27
AT3G15800,141.84,109.63,77.14,118.34,86.91,69.88,78.71,68.59
AT3G15810,444.43,217.45,491.8,443.96,613.69,830.75,255.2,433.05
AT3G15820,432.58,502.95,1021.86,361.47,299.19,376.5,387.88,155.18
AT3G15840,42.59,39.47,43.24,28.24,40.6,32.13,26.74,34.24
AT3G15850,257.85,219.82,159.83,280.6,234.79,231.95,226.36,138.21
AT3G15880,881.16,761.56,1182.43,624.94,726.25,558.17,804.97,606.56
AT3G15890,30.7,28.02,21.21,53.59,45.28,33.9,42.02,38.65
AT3G15900,90.69,67.79,88.66,98.33,120.7,94.49,102.63,113.77
AT3G15910,43.88,34.97,41.58,29.86,30.93,31.19,32.3,27.82
AT3G15940,506.48,343.83,1229.73,374.46,289.05,262.53,323.55,542.61
AT3G15950,4253.71,4818.92,7542.65,3900.06,3181.72,1911.79,2277.99,5908.87
AT3G15970,263.59,256.51,201.84,254.23,189.84,276.18,196.25,220.55
AT3G15980,266.29,474.43,310.93,387.97,356.73,322.89,326.08,398.91
AT3G15990,142.91,85.7,115.66,196.95,158.49,748.05,59.39,52.03
AT3G16000,73.1,120.04,97.39,95.18,137.15,94.11,93.78,96.75
AT3G16010,93.45,73.62,77.94,102.46,128.19,131.49,166.96,106.84
AT3G16050,734.12,805.78,283.91,1255.39,554.07,701.98,648.39,921.2
AT3G16060,559.5,306.32,301.85,392.64,158.73,147.53,133.58,205.86
AT3G16080,1336.63,1993.25,1728.12,3818.78,5412.67,3202.77,6603.46,2247.07
AT3G16090,54.89,83.49,112.44,68.7,69.11,70.92,68.8,86.4
AT3G16100,412.91,402.07,311.14,818.36,526.22,404.23,560.29,405.86
AT3G16110,105.95,123.13,121.14,140.92,82.78,85.41,79.48,117.96
AT3G16140,167.55,187.54,173.03,117.17,234.91,79.92,148.71,348.25
AT3G16150,194.82,216.32,219.01,237.13,223.95,212.14,293.79,315.92
AT3G16170,498.8,300.94,217.9,289.84,228.53,238.16,229.27,249.24
AT3G16175,17.06,19.77,20.63,16.23,15.71,15.57,15.93,16.08
AT3G16180,341.91,623.97,938.45,342.76,493.3,475.71,771.99,845.61
AT3G16190,154.15,132.31,141.2,270.97,251.66,230.5,254.94,266.17
AT3G16200,992.36,713.28,596.29,527.02,504.77,459.79,433.76,400.77
AT3G16220,91.52,130.74,116.64,108.37,286.6,233.89,377.6,224.81
AT3G16230,419.52,389.51,453.73,324.15,298.78,304.6,290.49,336.42
AT3G16240,3338.74,6434.4,6902.46,1595,1441.38,2294.19,2657.14,5383.03
AT3G16250,14.63,16.48,17.29,17.44,17.54,16.71,15.85,18.63
AT3G16260,188.08,302.23,407.84,118.36,192.11,174.21,264.88,105.39
AT3G16270,221.65,194.52,167.4,276.35,140.47,243.57,130.12,372.33
AT3G16280,39.6,33.07,60.29,50.93,43.33,38.78,51.01,39.63
AT3G16290,147.1,129.27,190.45,213.77,226.31,264.87,222.5,160.12
AT3G16310,359.7,414.27,250.17,462.3,308.58,341.58,298.16,241.64
AT3G16320,44.69,50,51.61,58.37,46.05,44.53,46.74,37.81
AT3G16330,144.83,103.5,61.42,167.12,77.36,62.55,65.48,51.38
AT3G16340,763.34,716.95,1076.52,727.08,825.37,936.58,919.77,257.4
AT3G16350,423.33,294.83,345.61,244.97,286.5,725.2,335.54,338.64
AT3G16360,15.48,14.86,14.42,15.78,24.57,71.46,15.17,18.23
AT3G16370,86.63,54.47,170.52,84.14,205.09,84.71,420.41,45.78
AT3G16380,25.12,30.17,32.84,22.01,22.57,20.85,20.57,20.27
AT3G16390,15249.52,16574.68,19494.21,18027.84,16996.34,9926.39,14648.13,24270.12
AT3G16430,10601.1,8215.88,10518.79,15118.66,13117.84,10201.91,13603.49,20851.51
AT3G16440,506.91,248.48,187.04,1513.67,140.7,191.43,313.95,234.25
AT3G16450,7469.46,14770.35,10063.56,8457.81,11364.69,5153.55,7796.19,16255.33
AT3G16460,8695.56,16422.11,13116.36,4473.55,6556.66,5570.51,7598.24,8138.51
AT3G16470,7871.49,15184.05,7561.05,7388.88,5301.76,2860.54,3701.55,4172.26
AT3G16480,261.05,282.77,340.41,207.55,194.12,211.94,159.73,228.17
AT3G16490,34.02,43.83,113.68,37.64,41.38,36.48,40.35,45.17
AT3G16500,233.62,153.59,97.78,302.62,243.35,584.2,119.37,152.48
AT3G16520,145.57,177.19,155.71,138.76,291.15,131.3,241.71,623.78
AT3G16530,434.42,102.62,368.14,897.61,1369.2,552.3,707.1,3081.35
AT3G16540,51.69,49.9,48.16,40.59,40.85,41.42,49.88,41.1
AT3G16560,188.01,181.24,224.93,506.11,507.26,610.32,449.14,764.41
AT3G16570,55.56,61.06,56.94,83.19,56.51,74.26,84.35,129.81
AT3G16620,1029.89,643.97,858.67,556.03,350.36,409.62,260.72,513.99
AT3G16630,1353.42,1320.81,969.63,1322.52,698.39,763.01,1086.26,1019.69
AT3G16640,2979.64,4543.34,4164.7,8497.81,6283.6,7194.41,6891.4,6312.11
AT3G16650,79.21,45.09,43.07,76.06,76.29,56.2,55.81,61.26
AT3G16660,83.74,75.15,68.83,70.33,75.06,83.49,63.14,78.24
AT3G16670,109.83,91.77,116.49,71.48,65.77,80.81,82.82,86.17
